┌─────────┬───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┬───────────────────────────────────────────────────────────────┐
│ (index) │ file                                                                                                                          │ storedProcedureName                                           │
│ 2641    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Comun\\DaoComun.cs'                                                        │ 'spPARGENUpdActualizaParametro'                               │
│ 2642    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Comun\\DaoComun.cs'                                                        │ 'spTIPIDESelTodos'                                            │
│ 2643    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'SpTIPOPERSelTipoPersonaContratista'                          │
│ 2644    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'SpTIPCONSelTipoContribuyentes'                               │
│ 2645    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'SpCONTRIBSelInfoTributariaContratista'                       │
│ 2646    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'SpTIPCONSelDatosContribuyente'                               │
│ 2647    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'spESBUpdContratista'                                         │
│ 2648    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'spCONSUBInsContratistaSubClasTrib'                           │
│ 2649    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'spCONSUBDelContratistaSubClasTrib'                           │
│ 2650    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'spCONIMPInsContratistaImpuestos'                             │
│ 2651    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'spCONIMPDelContratistaImpuestos'                             │
│ 2652    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Contratista\\DaoContratista.cs'                                            │ 'spCONUpdGuardarInformacionContratista'                       │
│ 2653    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spINGMUNInsCargueIngresos'                                   │
│ 2654    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spINGMUNSelCargueIngresos'                                   │
│ 2655    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spINGMUNDelCargueIngresosXYear'                              │
│ 2656    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spPARFORSelInfoContribuyente'                                │
│ 2657    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spADMARCSelArchivosFormulario'                               │
│ 2658    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spADMARCUpdEstadoArchivo'                                    │
│ 2659    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spPARFORSelParametrosRoles'                                  │
│ 2660    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spINGMUNSelActividadesGravadas'                              │
│ 2661    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spDATFORSelInformacionGeneral'                               │
│ 2662    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spDATFORInsRegistroFormulario'                               │
│ 2663    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spDATFORUpdRegistroFormulario'                               │
│ 2664    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spARCFORSelArchivosDatosFormulario'                          │
│ 2665    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spARCFORSelArchivoFormularioXId'                             │
│ 2666    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spADMARCSelFormularioPDF'                                    │
│ 2667    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spARCFORInsArchivoFormulario'                                │
│ 2668    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spARCFORUpdArchivoFormulario'                                │
│ 2669    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spARCFORDelArchivoFormulario'                                │
│ 2670    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spADMARCInsArchivoFormulario'                                │
│ 2671    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Impuestos\\DaoFormulario.cs'                                               │ 'spADMARCUpdFormularioPDF'                                    │
│ 2672    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spPSInterfazCharryCXPeople'                                  │
│ 2673    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spSAPINTEJEInsAdicionaSapInterfaceEjecucion'                 │
│ 2674    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spSAPINTEJEUpdActualizaSapInterfaceEjecucion'                │
│ 2675    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'sch_interfacesap.sp_Generate_CX_CX'                          │
│ 2676    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'SpPUNSelPuntosXContratistaEstado'                            │
│ 2677    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spSAPINTEJESelDatosSapInterfaceEjecucion'                    │
│ 2678    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spLIQCOMCONSelFacturasContratista'                           │
│ 2679    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'sch_interfacesap.spSAPCONSelDatosPorTipo'                    │
│ 2680    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spSAPINTEJESelDatosSapInterfaceEjecucion'                    │
│ 2681    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ ''                                                            │
│ 2682    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ ''                                                            │
│ 2683    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'spCORCLISelCorreoClienteinterno'                             │
│ 2684    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'sch_interfacesap.spPROINTEJEInsLogBeginEjecutionInterfaz'    │
│ 2685    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'sch_interfacesap.spPROINTEJEUpdLogFailEjecutionInterfaz'     │
│ 2686    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoCX.cs'                                                      │ 'sch_interfacesap.spPROINTEJEUpdUpdLogEndEjecutionInterfaz'   │
│ 2687    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spPROLIQSelFechasLiquidacion'                                │
│ 2688    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spPROLIQSelDatosProductos'                                   │
│ 2689    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spLqConsultarLiquidacionesAprobadas'                         │
│ 2690    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spLqConsultarLiquidacionesNoAprobadas'                       │
│ 2691    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spLiqAprobarLiquidacion'                                     │
│ 2692    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spLiqAprobarLiquidacion'                                     │
│ 2693    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoGenerarProcesar.cs'                                         │ 'spPROLIQInsLiquidacionSubProyectos'                          │
│ 2694    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelPeopleSoft_InterfasesPendientesSieweb'                  │
│ 2695    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'SpINTPENDPEOInsInterfasesPendientes'                         │
│ 2696    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelPeopleSoft_InterfasesPendientes'                        │
│ 2697    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelRegSinEnviarPeopleSoft'                                 │
│ 2698    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelMovPeopleIdcontrol'                                     │
│ 2699    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelCantidadRegSinEnviarPeopleSoft'                         │
│ 2700    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'SpPEOSOFInsProIntAPBICMGL'                                   │
│ 2701    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'SpPEOSOFInsProIntAPBICMGL'                                   │
│ 2702    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ ''                                                            │
│ 2703    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'SpERRINTInsProIntAPBICMGL'                                   │
│ 2704    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spUpdRepositorioErroresPeopleSoft'                           │
│ 2705    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelRegContablesNoProcesados'                               │
│ 2706    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spUpdRegContablesNoProcesados'                               │
│ 2707    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spCONEJESelPorProceso'                                       │
│ 2708    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spCONEJEInsModuloContable'                                   │
│ 2709    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spCONEJEUpdModuloContable'                                   │
│ 2710    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelMDC_AutorizacionesContables'                            │
│ 2711    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spSelMDC_ConceptosAutoContables'                             │
│ 2712    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spUpdMDC_AutorizacionesContables'                            │
│ 2713    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesPeopleSoft.cs'                                    │ 'spMDCAUTCONUpdInformacionGeneral'                            │
│ 2714    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spCABRETSelConsultarCabecerasEnError'                        │
│ 2715    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spSAPPOSSelConsultarListaBasica'                             │
│ 2716    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spSAPPOSUpdActualizarPosicion'                               │
│ 2717    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spSAPPOSUpdActualizarCabeceraRetorno'                        │
│ 2718    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spSAPCABUpdActualizarEstado'                                 │
│ 2719    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spSAPCABUpdActualizarCabecera'                               │
│ 2720    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoInterfacesSAP.cs'                                           │ 'spSAPPOSSelPorId'                                            │
│ 2721    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoMdc.cs'                                                     │ 'spMDCSelConciliaXEmpresa'                                    │
│ 2722    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoMdc.cs'                                                     │ 'spSelRegionales'                                             │
│ 2723    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Interfaces\\DaoMdc.cs'                                                     │ 'spSelPuntosServicio'                                         │
│ 2724    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAdminUsuarios.cs'                                          │ 'SpBLOUSUSelUsuarios'                                         │
│ 2725    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAdminUsuarios.cs'                                          │ 'SpMOTBLOUSUSelMotivosBloqueo'                                │
│ 2726    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAdminUsuarios.cs'                                          │ 'SpBLOUSUUpdUsuarios'                                         │
│ 2727    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAdminUsuarios.cs'                                          │ 'SpBLOUSUInsUsuarios'                                         │
│ 2728    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAdminUsuarios.cs'                                          │ 'SpBLOUSUSelHistorialUsuarios'                                │
│ 2729    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spPSTipEnvSelTiposEnvioPs'                                   │
│ 2730    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spPSTipEnvSelTiposEnvioPs'                                   │
│ 2731    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spPSTipEnvSelTipoEnvioPsAnticipoSencillo'                    │
│ 2732    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spBenAntSelBeneficiariosAnticipos'                           │
│ 2733    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spBenAntSelBeneficiariosPrincipalAntic'                      │
│ 2734    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spSelMonitorLogisticaPendienteXPagar'                        │
│ 2735    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spSelMDC_AnticiposPendientes'                                │
│ 2736    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spSelMonitorLogisticaPendienteXConsignar'                    │
│ 2737    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spSelTotalAnticiposFechaPS'                                  │
│ 2738    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMDCANTAPRSelAnticipo'                                      │
│ 2739    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spInsAnticiposSolicitud'                                     │
│ 2740    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMDCANTInsListAnticiposSolicitud'                           │
│ 2741    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spArchAnticInsCargueArchivosAnticipos'                       │
│ 2742    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spArchAnticUpdCargueArchivosAnticipos'                       │
│ 2743    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMUNREGSelValidaRegPS'                                      │
│ 2744    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMDCANTAPRSelConsultarAnticiposAprobadosTV'                 │
│ 2745    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spCARTRAInsRegistraCartaTrasportadora'                       │
│ 2746    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMDCSelAnticiposSolicitados'                                │
│ 2747    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMDCUpdAnticiposSolicitados'                                │
│ 2748    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMDCInsAnticiposSolicitados'                                │
│ 2749    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'SpREGSelAnticipoSugeridoPredictivo'                          │
│ 2750    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spREGSelRegionalesPorMunicipiosDane'                         │
│ 2751    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spMUNDANSelMunicipiosRegional'                               │
│ 2752    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoAnticipos.cs'                                              │ 'spPROPAGMUNSelPresupuestosMunicipio'                         │
│ 2753    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoBloqueoCuentasBancarias.cs'                                │ 'spBLOCUECORSelConsultarCuentas'                              │
│ 2754    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoBloqueoCuentasBancarias.cs'                                │ 'spBLOCUECORSelConsultarCuenta'                               │
│ 2755    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoBloqueoCuentasBancarias.cs'                                │ 'spBLOCUECORInsNuevaCuenta'                                   │
│ 2756    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoBloqueoCuentasBancarias.cs'                                │ 'spBLOCUECORUpdActualizarCuenta'                              │
│ 2757    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJDETINCSelDatosCajaArchivo'                           │
│ 2758    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spPUNSERSelDatosPorCentroCosto'                              │
│ 2759    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'sch_interfacesap.spSAPCONSelDatosPorCodigoSap'               │
│ 2760    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCORCLISelCorreoClienteinterno'                             │
│ 2761    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJACHInsAdicionaCajaArchivo'                           │
│ 2762    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJACHDETInsAdicionaCajaDetalle'                        │
│ 2763    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJDETINCInsAdicionaCajaDetalleIncidencia'              │
│ 2764    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJACHUpdActualizaCajaArchivo'                          │
│ 2765    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJACHDETUpdActualizaCajaDetalle'                       │
│ 2766    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJACHConciliacionFinal'                                │
│ 2767    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONCAJACHConciliacionFinalDetalle'                         │
│ 2768    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spSelClienteNovedadesConciliacion'                           │
│ 2769    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spCONSALCLISelProductosClienteConciliacion'                  │
│ 2770    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spSelGestionClienteNovedadesConciliacion'                    │
│ 2771    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spGESNOVCONSelDetalleConciliacion'                           │
│ 2772    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spGESNOVCONInsDetalleConciliacion'                           │
│ 2773    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConciliaciones.cs'                                         │ 'spHISCLIASOUpdEstadoConciliacion'                            │
│ 2774    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConocimientoCliente.cs'                                    │ 'spPARGENPSSelConsultarParamForm'                             │
│ 2775    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConocimientoCliente.cs'                                    │ 'spPARGENPSUpdParamFormulario'                                │
│ 2776    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spSelBancos'                                                 │
│ 2777    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spSelMDCCuentasXBanco'                                       │
│ 2778    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spMDCOPEDIASelConsultarConsignaciones'                       │
│ 2779    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spInsMDCPropiedades_Diarias'                                 │
│ 2780    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spMDCOPEDIAUpdValidarConsignaciones'                         │
│ 2781    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spMDCArchivoPlanoCnsExiste'                                  │
│ 2782    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spMDCArchivoPlanoCnsCargarTotales'                           │
│ 2783    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spMDCArchivoPlanoCnsCargarDetalle'                           │
│ 2784    │ 'C:\\Dev\\Efecty.WebLive20\\WebLive20.AccesoDatos\\Operaciones\\DaoConsignaciones.cs'                                         │ 'spMDCArchivoPlanoCnsCargarTotales'                           │
